,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
119684,0.22,1994,0.803,['Shawn Colvin'],0.507,241493,0.106,0,130O0GAaK3XboUB7lw7kv0,2.06E-05,6,0.668,-15.474,1,"This Must Be The Place (Naive Melody) - Live at the Bottom Line, NYC, NY - August 1993",38,1994-08-22,0.0323,88.682
88717,0.0552,2002,0.916,['John Williams'],0.133,211880,0.187,0,6qbbXC1XL5NzkGnFtOz8sV,0.889,0,0.142,-19.716,1,Prologue: Book II and the Escape from the Dursleys,48,2002-11-11,0.0375,73.394
87406,0.686,1996,0.678,['Jimmy Buffett'],0.581,178933,0.447,0,0aVZwOMLntqrkth0DBo5An,0,4,0.0818,-9.923,1,Mele Kalikimaka,40,1996-01-01,0.0425,201.477
31845,0.351,1986,0.298,['Air Supply'],0.565,249067,0.412,0,6gAhuDvn8Ef6P710UMze9W,6.91E-06,7,0.206,-14.092,1,Lonely Is the Night,58,1986-02-01,0.0242,83.19
56364,0.531,2015,0.279,['Halsey'],0.677,204785,0.744,0,4U38hORPx8SsUAXGumsUYN,0,1,0.119,-4.512,0,Hold Me Down,62,2015-08-28,0.0882,145.928
164940,0.164,1992,0.0107,['Annihilator'],0.598,228547,0.76,0,6vSY2O8TWgHP0oLPn5WhbH,1.07E-05,2,0.343,-5.822,0,Phoenix Rising,46,1992,0.0295,120.488
151901,0.729,2001,0.324,['Los Tigres Del Norte'],0.794,288267,0.475,0,2JbygM27k6XozLpPfXSoBn,0,9,0.0359,-9.107,1,Valentin Felix,43,2001-01-01,0.119,109.562
162270,0.829,1978,0.0033,['Althea And Donna'],0.857,236267,0.573,0,1ihF23ngI2sFbN7El6jHWM,0.0558,9,0.0804,-10.363,0,Jah Music - 2001 Digital Remaster,28,1978-01-01,0.0415,131.854
143075,0.3,1954,0.97,"['Aracy de Almeida', 'Francisco Sérgio e sua Orquestra']",0.366,189867,0.224,0,0bWJu08ZYR14s2MT7ezN7D,2.01E-06,5,0.183,-11.87,0,Último desejo (Participação especial de Francisco Sérgio e sua orquestra),3,1954-01-01,0.0319,101.559
12950,0.162,1986,0.000506,['Metallica'],0.366,332467,0.848,0,5X5wkmwPA1rQwtBdh2SNTv,0.476,11,0.12,-10.575,0,"Damage, Inc. (Remastered)",48,1986-03-03,0.157,92.172
106354,0.328,2008,0.0865,"['Bishop Paul S. Morton, Sr.']",0.315,357213,0.676,0,7qri7KkScLNN99RMQSfBhr,0,1,0.263,-6.359,1,How Great Is Our God,45,2008-01-22,0.0655,143.876
14550,0.0486,1994,0.47,['Tracy Byrd'],0.583,247627,0.276,0,5WEK4szbQp9c7ZK6LkYd9k,0,2,0.143,-12.912,1,The Keeper Of The Stars,55,1994-01-01,0.0264,78.079
167448,0.772,2004,0.117,['Mac Dre'],0.924,241360,0.648,1,6vnhwZwf7Hd2eorzZGxykS,1.08E-06,2,0.1,-6.129,1,She Neva Seen,36,2004-01-01,0.16,94.505
34710,0.287,2000,0.105,['Linkin Park'],0.593,225107,0.967,0,7GVqIMb6OdMY5mG7fUrtOq,2.77E-06,7,0.314,-4.26,0,High Voltage,55,2000-10-24,0.182,93.916
100311,0.75,1978,0.246,['Lijadu Sisters'],0.657,398373,0.534,0,2yus8S3BbDKEbz2WSFj4sU,0.00122,0,0.12,-10.291,1,Sunshine,26,1978-01-01,0.0423,105.614
35329,0.519,2004,0.136,"['NB Ridaz', 'Gemini']",0.861,254533,0.519,0,2BjIi07kN0yKSur0Fwrnss,0,2,0.123,-6.404,1,So Fly,55,2004,0.112,81.966
56983,0.193,2018,0.27,"['Jubël', 'NEIMY']",0.659,164010,0.615,0,4GSDkZt7GcmzBWmsMcpaVO,0,11,0.187,-5.865,0,Dancing In The Moonlight (feat. NEIMY),77,2018-06-22,0.0644,119.843
102256,0.3,1987,0.669,['Michael Jackson'],0.386,250773,0.496,0,2O9llQaI7q6FPY2afs9k8R,0,5,0.0649,-7.203,1,Todo Mi Amor Eres Tu (I Just Can't Stop Loving You),42,1987-08-31,0.0643,199.995
74858,0.464,2019,0.0967,"['Tyler, The Creator']",0.621,195320,0.73,1,0fv2KH6hac06J86hBUTcSf,0.000131,5,0.673,-5.414,0,NEW MAGIC WAND,69,2019-05-17,0.107,139.566
157446,0.905,1954,0.987,"['A. M. Rajah', 'Raavu Balasaraswathi']",0.576,215107,0.308,0,0p7oeEldo2nbmPuayYcGww,0.000113,1,0.24,-13.554,1,Thanemi Thalancheno,0,1954-12-31,0.0346,127.201
89253,0.961,2005,0.101,"['Jeezy', 'T.I.', 'Lil Scrappy']",0.782,268867,0.821,1,7LIcw6vIi9EROpmuBNa9wV,0,6,0.167,-7.112,0,Bang,45,2005,0.142,150.068
20523,0.694,1929,0.991,['Ignacio Corsini'],0.625,168147,0.24,0,1czqMk4oxuNTViJIICsIAG,0.0684,1,0.157,-17.818,1,Entre Dos Luces - Remasterizado,0,1929-06-21,0.0438,108.12
151551,0.191,1999,1.87E-05,['Metallica'],0.26,421467,0.943,0,1ZCj3AabIF9OtX1ZMKvhnE,0.00342,3,0.958,-4.193,1,Wherever I May Roam - Live with the SFSO,35,1999-11-23,0.0661,136.349
138864,0.118,2010,0.561,['Civil Twilight'],0.342,275040,0.7,0,1g8dRVzAvmSOTfTz5m0H9K,0.00121,8,0.0994,-5.955,1,Letters From The Sky,50,2010-04-13,0.0449,150.04
129673,0.959,1964,0.834,['Elvis Presley'],0.665,123920,0.62,0,0ec37mIfLRDapOf4CUzMZM,0,5,0.112,-11.293,1,Poison Ivy League,20,1964-10-19,0.134,121.151
28488,0.679,1969,0.589,['Herbie Hancock'],0.629,229027,0.707,0,2UiZAyT2L529zh4PuDvH4J,0.625,4,0.0894,-13.523,1,Fat Mama,40,1969-12-08,0.0449,103.849
128233,0.674,1957,0.858,['Bobby Helms'],0.613,121960,0.351,0,6DQcUHvE6e2lOsXMB1IJDw,2.07E-06,4,0.0783,-11.088,1,Tonight's The Night,13,1957-03-03,0.0346,92.432
148191,0.359,1982,0.0256,['Stevie Wonder'],0.552,444960,0.634,0,3wCMCEs35Fl2cmb0IpZdcJ,0,11,0.559,-8.978,1,Living For The City,26,1982-05-04,0.0579,99.247
64142,0.449,1965,0.781,['Joan Baez'],0.577,139240,0.178,0,1M20O2xfTLnrLtURrbZsAM,0,6,0.149,-18.346,1,"Daddy, You Been On My Mind",31,1965,0.0483,107.016
152681,0.75,2005,0.374,['Damian Marley'],0.595,281347,0.634,0,2iQzGiBMP2V6F3his5xnxH,0,10,0.0694,-6.057,0,There For You,48,2005-01-01,0.154,137.771
83138,0.696,1974,0.252,['Queen'],0.441,160987,0.899,0,2KPj0oB7cUuHQ3FuardOII,0.0113,0,0.121,-8.628,1,The Fairy Feller's Master-Stroke - Remastered 2011,26,1974-03-08,0.0909,159.156
29553,0.265,1975,0.866,['Carpenters'],0.362,210267,0.181,0,0cRuocQnySYHxzgva3k2ai,0,1,0.186,-15.216,1,Love Me For What I Am,58,1975-06-06,0.0451,146.353
10526,0.389,1974,0.255,['Bob Dylan'],0.488,296133,0.493,0,4yWl0tnEanf3zmZzl9kbQn,0.000181,2,0.102,-9.878,1,Forever Young - Slow Version,54,1974-01-17,0.0464,135.093
18644,0.515,2015,0.835,['Justin Bieber'],0.609,233720,0.378,0,50kpGaPAhYJ3sGmk6vplg0,0,4,0.28,-9.828,1,Love Yourself,82,2015-11-13,0.438,100.418
66804,0.484,1978,0.471,['Gene Cotton'],0.613,151493,0.538,0,2wzOmiSpq2WlsN6x4XkLcs,1.35E-06,6,0.138,-6.333,1,Before My Heart Finds Out,33,1978,0.0304,122.652
26928,0.839,1962,0.858,['Bobby Darin'],0.562,151413,0.558,0,5hgei65n0pGJ9uUHo8v2en,0,4,0.107,-3.572,1,Things,40,1962,0.0453,174.704
11809,0.666,1981,0.00145,['Rush'],0.536,276880,0.901,0,3QZ7uX97s82HFYSmQUAN1D,0.0186,9,0.06,-7.211,1,Tom Sawyer,72,1981-02-12,0.0374,87.559
35736,0.301,2006,5.08E-05,['My Chemical Romance'],0.242,239053,0.983,0,0rUNZQuYQvOz6A6zwyT6tM,4.43E-05,2,0.303,-2.679,1,This Is How I Disappear,62,2006-10-23,0.106,163.366
11377,0.22,1978,0.00197,['AC/DC'],0.543,285040,0.757,0,3UQQ7g6J8fiMB7oldQzBoq,0.626,9,0.103,-4.986,1,Sin City,58,1978-05-05,0.0497,127.648
81204,0.929,1964,0.571,['The Beach Boys'],0.351,123600,0.579,0,3a9nOobHUvQ15xCjuEBgAR,7.95E-05,6,0.216,-7.557,1,In The Parkin' Lot - Remastered 2001,22,1964-03-02,0.033,154.742
32652,0.569,1990,0.0992,['Ice Cube'],0.873,177533,0.813,1,2I7lgP1f5p5cKH7aNHtEEx,0,7,0.816,-9.189,1,Jackin' For Beats,47,1990-07-01,0.395,104.125
18554,0.336,2014,0.0734,['One Direction'],0.678,214720,0.933,0,6AzCBeiDuUXGXjznBufswB,0,2,0.0863,-4.959,1,Stockholm Syndrome,72,2014-11-17,0.14,120.572
34586,0.447,2000,0.000206,['Metallica'],0.534,266240,0.929,0,51Vic2Yi71YKNtLbyJKgQt,5.58E-05,1,0.036,-3.609,1,I Disappear,51,2000-04-19,0.047,122.733
22239,0.954,1937,0.9,['Carmen Miranda'],0.734,176773,0.344,0,2oHEkbrnA2X26ZmRWxOynU,0.0736,3,0.319,-12.147,1,Reminiscência Triste,0,1937,0.0499,98.864
116224,0.221,1976,0.933,['Tom Waits'],0.426,289880,0.191,0,7uOwJoButelmoPVfRcHr8H,0,7,0.118,-13.997,1,Bad Liver And A Broken Heart (In Lowell),29,1976-09-21,0.0404,133.154
70640,0.115,1998,4.10E-05,['Marilyn Manson'],0.38,301360,0.727,1,3KmNFfvM2EyGdNPwDDJCp7,0.186,8,0.0949,-7.397,1,Great Big White World,50,1998-09-14,0.0376,165.85
133976,0.857,1986,0.00391,['Sumo'],0.56,214147,0.759,0,7379uubtjZDDT6Phsj4nhj,0.0327,2,0.154,-9.222,1,Estallando Desde el Océano,52,1986-04-29,0.0504,166.942
4095,0.316,1942,0.976,"['Kishore Kumar', 'Lata Mangeshkar', 'Mehmood']",0.276,405891,0.27,0,0aDkcjKTTsYnTiBWmOUYJA,0.835,9,0.371,-15.023,1,Aari Aaja Nindiya,6,1942-12-01,0.0372,130.527
23235,0.967,1942,0.00472,['Orchestra Studio 7'],0.862,188526,0.661,0,0zAjc3dj0rSsqh2vuKi2Wg,0.925,8,0.0541,-12.722,1,Giuvanne cu 'a chitarre - Musical base Version,0,1942-11-13,0.0542,116.4
59384,0.53,1941,0.992,['M. Sharif Qawal'],0.436,197180,0.28,0,4d2lBiqvMxdaSaNIunrXmu,0.372,8,0.564,-12.117,1,Tujhe Kya Bataoon Ki,0,1941-12-31,0.185,181.946
143013,0.0396,1954,0.979,"['Vincenzo Bellini', 'Orchestra del Teatro alla Scala Milano, Tullio Serafin', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin']",0.228,229813,0.0427,0,0WK7PDGvdMXdXFbsiltobY,0.737,2,0.0911,-22.966,0,"Bellini: Norma, Act 2: Introduction",2,1954,0.0351,83.393
80865,0.564,1962,0.23,['Ben E. King'],0.622,149516,0.387,0,7rEq647bycgagy5iJfXHqO,0,7,0.144,-11.043,1,Here Comes the Night - Mono,23,1962-08-20,0.0276,101.708
80845,0.878,1962,0.822,"[""Howlin' Wolf""]",0.766,134173,0.463,0,7DMSEmQL1IUd0c7TnT2FTd,7.15E-06,7,0.345,-14.804,1,Down In The Bottom,20,1962-01-11,0.0393,116.094
79239,0.193,1954,0.858,['Doris Day'],0.267,197707,0.199,0,4B1bhWQaEqEbA73zVS0oqY,0,7,0.256,-13.937,1,I Only Have Eyes For You,3,1954,0.0334,133.792
105344,0.593,2003,0.00247,['Third Eye Blind'],0.525,261907,0.944,0,51qMnEke2HrZJPy45SIh1l,1.00E-04,5,0.248,-3.327,1,Blinded (When I See You),42,2003-05-13,0.0403,108.8
109399,0.785,1935,0.995,['Gion'],0.803,161881,0.303,0,6oT8j7qKHikfbMf72Q0LeM,0.00108,1,0.0524,-12.904,1,Vecina Mea De Vis-a-Vis,0,1935-01-01,0.0359,111.139
7212,0.498,1958,0.584,['Buddy Holly'],0.747,129120,0.219,0,39lnzOIUCSNaQmgBHoz7rt,2.57E-05,3,0.107,-12.562,1,Everyday,64,1958,0.0371,135.562
68259,0.936,1986,0.000845,"['Talking Heads', 'Jerry Harrison']",0.655,271667,0.891,0,36wXwmYe0urVg6NtiraGDU,1.31E-06,9,0.284,-5.173,0,Love for Sale - 2005 Remaster,34,1986-10-07,0.0567,136.525
101455,0.937,1983,0.0463,['Rick James'],0.879,248307,0.689,0,17asQoWstz6ZDqaHL3Fh8p,0.00103,8,0.118,-6.845,1,U Bring The Freak Out,27,1983-08-05,0.0572,127.758
98600,0.705,1969,0.0515,['Chicago'],0.535,250867,0.718,0,3iYNopresFzsdlQXZDEFoI,0.000221,1,0.251,-7.465,1,"Someday (August 29, 1968) - 2002 Remaster",24,1969-04-28,0.0355,125.878
77875,0.694,1947,0.984,"['Uma Devi', 'Suraiya']",0.711,228067,0.196,0,44X6jZz08gJXYy3GYuiVQG,0.00102,1,0.124,-12.982,1,Betaab Hai Dil,1,1947-12-31,0.052,130.212
92374,0.884,1926,0.995,['Francisco Canaro'],0.579,180507,0.336,0,5oJD3w2oeIL9nHs2Q5onyW,0.924,8,0.111,-12.475,1,Bajo Belgrano - Instrumental (Remasterizado),0,1926-08-15,0.133,215.066
167161,0.389,2003,0.000503,['Pantera'],0.283,423013,0.847,0,5yahjXIZBkm9xu0asR3KTe,0.00199,9,0.149,-6.97,1,Cemetery Gates - 2003 Remaster,46,2003-09-23,0.0544,145.905
11372,0.96,1978,0.0185,['CHIC'],0.699,413587,0.604,0,7ooheiWgbyNtGOBTPbjNoq,0.073,9,0.0868,-13.404,0,I Want Your Love - 2018 Remaster,59,1978-08-11,0.0359,114.226
48014,0.44,1974,0.707,['Mickey Gilley'],0.59,167893,0.36,0,2OyOFtPKYtHHUxFSjR8v0x,0.122,0,0.204,-11.716,1,Room Full of Roses,37,1974,0.0288,105.825
157833,0.606,1956,0.829,"['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Bruno Walter']",0.397,251733,0.406,0,6xXeL1zUfOTZrwyOx1N01g,0.739,7,0.935,-19.721,0,"Symphony No. 25 in G Minor, K. 183: IV. Allegro (Live)",7,1956-01-01,0.447,117.452
115349,0.573,1972,0.00383,['Uriah Heep'],0.315,619969,0.876,0,18anGZqHhMCG6z8sLHfEnx,0.385,9,0.286,-11.049,1,The Magician's Birthday - 2017 Remastered,34,1972-01-01,0.0992,138.875
160277,0.939,1968,0.269,['Traffic'],0.356,156840,0.636,0,7GJzoErXCFinetzkPMPRRq,0,7,0.307,-10.969,1,Means To An End,19,1968-01-01,0.0531,188.253
126774,0.47,1950,0.983,['Τάκη? ?ικολάο?'],0.464,254627,0.408,0,1BuFP7Xvx6P4v3PG9lcxVH,4.59E-05,0,0.244,-6.441,1,? ??ο?γγα?ά?,0,1950-01-01,0.0478,172.227
52643,0.862,1997,0.109,['Boyzone'],0.768,206040,0.919,0,2AlVWg58iy4Cx6KqD0XYu2,1.14E-06,0,0.366,-6.066,1,Picture Of You,64,1997-01-01,0.0416,116.649
104598,0.921,1999,0.304,['Paquito Guzman'],0.657,279107,0.855,0,7BxjRWadxvkrqxC0J3ZHxK,0.000301,9,0.0566,-2.493,1,25 Rosas,37,1999-09-14,0.0602,93.512
126460,0.917,1948,0.734,['Aschberger Saitenmusi'],0.398,133273,0.474,0,59MMNgbfFi4WoQ71pSxKIg,0.864,5,0.0956,-10.907,1,Da Graubündner,1,1948,0.0489,164.26
80508,0.857,1960,0.782,['The Soul Stirrers'],0.663,178067,0.468,0,1UL6UblzybzbTIb4F4j6au,0,11,0.113,-10.676,1,I'm A Pilgrim,12,1960-01-01,0.0381,136.938
48195,0.737,1974,0.753,['Bill Withers'],0.85,190360,0.472,0,5kZ1Rmx0Z5Vr6hO9pM1mBF,0.000964,10,0.0998,-11.447,1,Green Grass,36,1974-08-08,0.242,144.328
162161,0.347,1978,0.425,['The Residents'],0.368,144667,0.714,0,2WbYdb0pGbx90T2TZ83PeF,0.0695,9,0.258,-5.391,1,Constantinople,23,1978,0.249,207.949
77799,0.123,1947,0.886,"['Felix Mendelssohn', 'Arturo Toscanini']",0.228,380933,0.105,0,3eqsh8q9i9KECm6p93fT4h,0.848,5,0.134,-18.021,0,"Octet in E-Flat Major, Op. 20: II. Andante",0,1947,0.0432,98.66
38600,0.425,2020,0.00647,"['Saweetie', 'Post Malone', 'DaBaby', 'Jack Harlow']",0.948,253569,0.63,1,5woaU1FNkqCwg6WzWiQPW5,2.02E-05,1,0.0737,-7.011,1,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",77,2020-08-28,0.219,100.032
166874,0.345,2002,0.528,['Aegis'],0.431,217913,0.604,0,1J8zl48DmwesarxM6jPcTG,0,2,0.0755,-5.797,1,Halik,49,2002-10-21,0.0464,139.438
167190,0.655,2003,0.0246,['Charlie Feathers'],0.637,181293,0.626,0,1aR6KEUmuCvrI5Q7LhmQLN,0.00608,11,0.295,-7.332,1,That Certain Female,47,2003-09-23,0.102,93.447
111063,0.687,1951,0.994,"['Hemant Kumar', 'Supriti Ghosh']",0.613,159760,0.331,0,1ZY8HNGl0rl10PYIJFTZ5Q,0.876,5,0.116,-17.634,1,Ek Je Chhilo Rajar Kumar,0,1951-12-31,0.0795,142.887
51299,0.832,1990,0.318,['Joan Sebastian'],0.812,142687,0.725,0,5xpVSQ3GWrYiwI7ZAHTYXq,4.98E-06,0,0.0374,-6.557,0,Papalotito,46,1990-01-01,0.0558,111.637
108263,0.292,2017,0.172,"['Mike WiLL Made-It', 'Kendrick Lamar', 'Gucci Mane', 'Rae Sremmurd']",0.741,240926,0.562,1,3A2OHirUAlQp2x73BJlEDA,0,4,0.0751,-5.474,0,"Perfect Pint (feat. Kendrick Lamar, Gucci Mane & Rae Sremmurd)",60,2017-03-24,0.165,180.068
111312,0.746,1952,0.991,"['Mohammed Rafi', 'Sulochana']",0.697,195514,0.146,0,1WeNMmeHpoPm3QZzdCI83O,0.183,5,0.33,-10.499,0,Tera Mera Mera Tera Pyar,0,1952-12-31,0.321,65.449
122980,0.573,2011,0.0108,['Mac Miller'],0.655,209288,0.939,1,5rR78hQAY0MZ0fdZBrgxU2,0,4,0.333,-4.787,0,Up All Night,47,2011-11-08,0.136,99.964
13828,0.433,1991,0.000773,['Metallica'],0.632,324560,0.845,0,1Ug98CRiQYu7wiSym4uLY4,0.00152,7,0.0618,-6.336,1,Sad But True,64,1991-08-12,0.0333,89.232
7552,0.267,1959,0.972,['Gerry Mulligan'],0.329,246067,0.0317,0,3AeIbfjydFf46N27feEFri,0.939,5,0.147,-21.514,0,My Funny Valentine,41,1959,0.0441,75.844
23965,0.482,1946,0.978,"['Gustav Mahler', 'Bruno Walter']",0.527,99440,0.0676,0,0I3HBvXsqmbstBm4EAVdge,1.65E-05,5,0.28,-20.345,1,"Lieder und Gesänge aus der Jugendzeit (Excerpts): Book 1, No. 3, Hans und Grete",0,1946,0.154,84.656
16092,0.859,2002,0.17,['Juanes'],0.696,250693,0.758,0,3b1IQflSLrgzYQPGFzI9cl,3.33E-05,4,0.189,-6.076,1,Es Por Tí,72,2002-01-01,0.0264,129.943
83667,0.32,1976,0.882,['Joni Mitchell'],0.566,402133,0.394,0,5UAjuRGeoSy88qlLVTmn7G,0.000208,5,0.107,-11.455,1,Refuge of the Roads,34,1976-11-01,0.0345,121.954
74633,0.869,2017,0.0132,"['J Balvin', 'Jowell & Randy']",0.775,265747,0.867,0,0atfY1ew83Ql9nNnJiD2t5,0.00684,5,0.278,-1.582,0,Bonita,71,2017-06-02,0.0414,96.038
165014,0.468,1992,0.0672,['Martha Wash'],0.729,256333,0.753,0,3Cg0TgAFloolCYYtAkyyYa,0.0145,7,0.0668,-7.762,1,Carry On,37,1992-11-01,0.064,118.874
21032,0.961,1931,0.974,['Sexteto Habanero'],0.542,214145,0.253,0,2Gi09BKJb6kfjbONee5kFV,0.781,4,0.106,-20.229,1,Eres Mi Lira Harmoniosa,1,1931-07-01,0.0937,79.843
109058,0.185,1926,0.993,"['Frédéric Chopin', 'Ignaz Friedman']",0.326,136240,0.0581,0,4Q8dQeKxr1voH97CuTj3oy,0.888,1,0.385,-21.77,0,"Mazurkas, Op. 63: No. 3 in C-Sharp Minor",0,1926,0.0474,79.073
168756,0.9,2011,0.0579,['Billy Currington'],0.674,223840,0.919,0,5Xc1asNg5VerELR1wFjAey,0,2,0.113,-2.987,1,That's How Country Boys Roll,44,2011-01-01,0.0347,120.968
45751,0.349,1962,0.957,['The Kingston Trio'],0.299,166933,0.221,0,0x15sHgWFCMNykh1HfukkC,0.0237,11,0.363,-17.767,0,O Willow Waly,25,1962-03-07,0.0326,109.237
67442,0.708,1982,0.057,['Peter Gabriel'],0.808,275987,0.555,0,7gl4P3X846By90qi9uolSM,0.000868,1,0.0492,-11.389,0,I Have The Touch,32,1982-09-06,0.117,91.363
98286,0.457,1968,0.756,['José Feliciano'],0.493,212333,0.437,0,2z7iS3TScUEt3xZJSxvi9F,1.72E-05,4,0.241,-14.46,0,Sunny - Digitally Remastered,23,1968,0.0678,112.279
62346,0.334,1956,0.974,['The Kossoy Sisters'],0.449,176467,0.212,0,2fWVXXNvMNBbqhAiQCdZ2Z,0,10,0.115,-9.733,1,Little Birdie,14,1956-08-19,0.0403,182.801
103405,0.683,1993,0.514,['Gloria Estefan'],0.626,207267,0.695,0,6shgr1f7nxTMtbeA06H7We,0,8,0.117,-6.938,0,Hoy - Spanish Version,41,1993,0.0344,98.051
68196,0.936,1985,0.329,['Gaiteros de Pillopo'],0.636,248080,0.957,0,4VwonmgMUUAcQqDm8XhWAx,0,9,0.0559,-5.534,1,El Barbero,39,1985,0.0505,90.188
33211,0.5,1993,0.375,['James Taylor'],0.559,249173,0.432,0,2R1M1otgehlvcvPtrgqBuq,1.20E-06,5,0.716,-12.366,1,Up On The Roof,49,1993-06-30,0.0273,92.378
90522,0.415,2011,0.0102,['Daughtry'],0.424,264853,0.68,0,6toBkNzxa4oCYTipbAaaJ3,0,8,0.224,-4.311,1,Start of Something Good,53,2011-11-21,0.0374,157.867
150172,0.277,1992,0.097,['Pat Metheny Group'],0.232,163920,0.328,0,5p3hKRxfYQAIMxZUjSsuy9,0.803,10,0.364,-16.538,0,Above the Treetops,39,1992,0.0366,129.829
166314,0.686,1999,0.000912,['RUMBLE Syndicate'],0.51,302827,0.858,0,1FmHRqzfnRgyzIRuPIVvP5,0.00335,2,0.0592,-5.604,0,Trition,33,1999-01-01,0.0551,150.013
162312,0.625,1978,0.0177,"['Bob Marley & The Wailers', 'Stephen Marley']",0.513,227623,0.406,0,1SeCUEMxkpvGSsF0L9r7Hy,0,8,0.0918,-9.423,1,Time Will Tell - Kaya 40 Mix,27,1978-03-23,0.13,160.946
97749,0.552,1965,0.0416,['The Beach Boys'],0.519,171760,0.534,0,6DRUtMPBop3V0lz47i65JE,6.02E-05,5,0.179,-9.344,1,Please Let Me Wonder (Mono),20,1965-03-08,0.0266,114.007
65641,0.873,1973,0.406,['Steely Dan'],0.604,418293,0.626,0,5SS0LwKR6X2HHjC0yHUvbB,0.0401,7,0.0739,-13.004,0,Your Gold Teeth,36,1973-01-01,0.0348,139.441
122205,0.528,2007,0.00268,['All Time Low'],0.456,169680,0.899,0,64WvIOjnquE5dasQ7Kb7Bs,0,7,0.215,-3.799,1,Vegas,46,2007-09-25,0.0636,175.054
30763,0.43,1981,0.0466,['Queen'],0.327,255667,0.645,0,3ulPX3lyADhCnIaxJv8nxv,2.98E-05,7,0.307,-10.159,1,Fat Bottomed Girls,42,1981-10-26,0.0439,89.328
128460,0.103,1958,0.964,"['Giacomo Puccini', 'Nicola Zaccaria', 'Antonino Votto', 'Orchestra Del Teatro Alla Scala Di Milan', 'Orchestra Del Teatro Alla Scala, Milano']",0.135,103427,0.0466,0,57M9HafGQW14w9UEuuyNjG,0.0715,7,0.123,-24.104,1,"Schaunard, ognuno per diversa via (Colline/Schaunard) - 1997 Remastered Version",13,1958,0.0396,172.658
141844,0.741,1948,0.915,['Manuel Pomian'],0.77,155093,0.429,0,67DJ1zL4Q1cwkRo6GHQqUU,6.73E-06,0,0.127,-9.195,1,Cuando Habla el Corazón,1,1948,0.0464,114.922
52700,0.173,1997,0.977,"['Wolfgang Amadeus Mozart', 'Emanuel Ax', 'Isaac Stern', 'Jaime Laredo', 'Yo-Yo Ma']",0.32,418133,0.0428,0,0oM6BbdHGhEza0gG8Y06pK,0.532,10,0.191,-24.863,1,"Piano Quartet No. 1 in G Minor, K. 478: II. Andante",51,1997,0.0367,66.667
82232,0.516,1969,0.00437,['Humble Pie'],0.299,387640,0.634,0,1wgPsruWiUSxgeFel6L7t5,5.46E-05,2,0.118,-13.589,1,Desperation (Stereo Version),37,1969-12-31,0.0438,144.189
141910,0.174,1948,0.995,"['Felix Mendelssohn', 'Rudolf Serkin']",0.443,186587,0.0246,0,6N9cd4YggPybQUku5cwbKa,0.913,7,0.0801,-23.044,1,"Songs Without Words, Op. 62, No. 1 - ""May Breezes""",0,1948,0.0397,68.246
125742,0.698,1942,0.992,"['Rajkumari', 'Prem Adib']",0.555,186526,0.125,0,7tbR8hJ7jOMsxVHhFXZVmD,0.00471,9,0.296,-13.357,1,Gehun Ke Khet Mein,0,1942-12-31,0.148,123.243
56509,0.642,2016,0.745,['J. Cole'],0.87,194347,0.386,1,2z3joGXrdGL2iEjIKQTiN1,0.00013,7,0.122,-7.843,0,Ville Mentality,62,2016-12-09,0.0684,119.91
14883,0.306,1996,0.484,['Los Temerarios'],0.639,242733,0.399,0,4gxzgTzA4MSLf5rje1rX65,0.00056,5,0.133,-11.815,1,Eres un Sueño,64,1996-06-01,0.0248,79.113
84041,0.734,1978,0.483,['Juan Gabriel'],0.296,161373,0.516,0,1rn6xKyGIFYU0QpSToYGac,0,2,0.692,-9.13,1,Mi Fracaso,37,1978-01-26,0.0737,206.278
31394,0.665,1984,0.0034,['T.S.O.L.'],0.325,182667,0.882,0,0S7ILu8uGua2llPFY7psqu,0.0268,11,0.223,-5.766,0,Flowers by the Door,45,1984,0.0961,159.068
23030,0.967,1941,0.995,"['Johann Sebastian Bach', 'Claudio Arrau']",0.522,108973,0.327,0,1yGOMsO9W6tBps6gDyjg08,0.894,7,0.151,-19.371,1,"Goldberg Variations, BWV 988: Variation VIII",0,1941,0.0451,109.314
84299,0.574,1979,0.191,['Kenny Loggins'],0.577,275733,0.573,0,1G7qAHMXF6byYff460YqnM,0.0113,4,0.615,-11.357,1,Keep the Fire,29,1979,0.0355,113.076
27792,0.477,1966,0.313,['Otis Redding'],0.618,171920,0.2,0,1PKwBD7Q2PNTM8pJNosviy,1.45E-05,2,0.132,-14.05,1,Tennessee Waltz,40,1966-10-15,0.0391,135.362
22350,0.635,1938,0.982,['Benny Goodman'],0.649,16640,0.384,0,26AUxgMYVZkahwZsxnpuWs,0.000332,1,0.129,-21.278,1,Swingtime In the Rockies - Live,0,1938,0.953,156.661
100419,0.489,1978,0.494,['Willie Nelson'],0.437,213600,0.407,0,1PSP9fxy8NGqcnPSkrcl9C,0,9,0.708,-10.541,1,"Mammas Don't Let Your Babies Grow up to Be Cowboys - Live at Harrah's Casino, Lake Tahoe, NV - April 1978",30,1978-11-01,0.0406,178.1
